"id","delivery_person_id","deliverypersonage","deliverypersonratings","restaurant_latitude","restaurant_longitude","delivery_location_latitude","delivery_location_longitude","order_date","weather","road_traffic_density","vehicle_condition","type_of_order","type_of_vehicle","multiple_deliveries","festival","city","name","time_ordered","time_order_picked"
"0x4bc",RANCHIRES15DEL02,,,23.369746,85.339820,23.499746,85.469820,2022-03-31,,,3,Snack,electric_scooter,1.000000,false,Metropolitian,object,,19:20:00
"0x6fb0",JAPRES19DEL03,22.000000,4.700000,26.913726,75.752820,27.053726,75.892820,2022-03-06,Fog,Low,1,Snack,scooter,1.000000,false,Metropolitian,object,22:20:00,22:35:00
"0x8125",MUMRES02DEL01,30.000000,4.800000,19.221315,72.862381,19.331315,72.972381,2022-03-23,Fog,Jam,0,Buffet,motorcycle,,false,Metropolitian,object,21:35:00,21:40:00
"0x7ffe",MYSRES08DEL02,36.000000,4.700000,12.297954,76.665169,12.347954,76.715169,2022-03-09,Stormy,Jam,0,Buffet,motorcycle,0.000000,false,Metropolitian,object,21:15:00,21:25:00
"0x9777",MYSRES04DEL01,24.000000,4.900000,12.308500,76.665808,12.318500,76.675808,2022-03-03,Windy,High,1,Snack,scooter,0.000000,false,Urban,object,11:35:00,11:45:00
"0x1de2",JAPRES09DEL03,30.000000,3.900000,26.911378,75.789034,27.051378,75.929034,2022-03-23,Sandstorms,Jam,1,Snack,scooter,0.000000,false,Metropolitian,object,19:10:00,19:15:00
"0x7b97",MUMRES06DEL01,28.000000,4.200000,19.055831,72.833984,19.065831,72.843984,2022-03-07,Sandstorms,Low,0,Buffet,motorcycle,1.000000,false,Metropolitian,object,09:25:00,09:35:00
"0x5fec",MUMRES20DEL02,23.000000,4.700000,19.103249,72.846749,19.123249,72.866749,2022-04-05,Stormy,Low,2,Drinks,motorcycle,1.000000,false,Metropolitian,object,09:15:00,09:20:00
"0x4d52",JAPRES15DEL01,35.000000,4.900000,26.891191,75.802083,26.961191,75.872083,2022-03-29,Stormy,Low,1,Drinks,motorcycle,1.000000,false,Metropolitian,object,23:50:00,00:05:00
"0x6a5b",RANCHIRES06DEL01,36.000000,5.000000,23.357804,85.325146,23.367804,85.335146,2022-03-19,Cloudy,Low,0,Drinks,motorcycle,1.000000,false,Urban,object,08:55:00,09:00:00
"0xbe1f",MYSRES19DEL02,29.000000,4.600000,12.334022,76.618203,12.464022,76.748203,2022-03-08,Sunny,Jam,2,Snack,scooter,1.000000,false,Metropolitian,object,22:00:00,22:15:00
"0x4c2e",RANCHIRES04DEL02,30.000000,4.800000,23.359033,85.325347,23.439033,85.405347,2022-03-18,Fog,Jam,1,Drinks,scooter,1.000000,true,Metropolitian,object,20:20:00,20:35:00
"0x4926",MUMRES06DEL01,22.000000,4.900000,19.055831,72.833984,19.125831,72.903984,2022-03-06,Fog,Jam,1,Buffet,motorcycle,0.000000,false,Metropolitian,object,20:25:00,20:35:00
"0x8f60",COIMBRES01DEL01,24.000000,4.800000,11.016298,76.972076,11.126298,77.082076,2022-03-31,Windy,Low,0,Snack,motorcycle,0.000000,false,Metropolitian,object,23:10:00,23:20:00
"0x8976",SURRES09DEL01,34.000000,4.900000,21.175975,72.795503,21.215975,72.835503,2022-03-07,Fog,Medium,1,Buffet,scooter,1.000000,false,Urban,object,15:20:00,15:25:00
"0x69d1",MYSRES02DEL01,33.000000,4.300000,12.304569,76.643622,12.314569,76.653622,2022-03-07,Stormy,High,0,Snack,motorcycle,2.000000,false,Metropolitian,object,11:15:00,11:20:00
"0x943e",SURRES20DEL01,36.000000,4.700000,21.152760,72.778059,21.162760,72.788059,2022-03-03,Stormy,Low,2,Snack,scooter,1.000000,false,Urban,object,10:00:00,10:05:00
"0x6e5e",COIMBRES12DEL03,23.000000,4.200000,11.000762,76.981876,11.030762,77.011876,2022-03-11,Sunny,Jam,0,Snack,motorcycle,1.000000,false,Urban,object,19:10:00,19:25:00
"0x13a7",COIMBRES08DEL03,,,11.001852,76.976268,11.091852,77.066268,2022-03-23,Stormy,Medium,0,Buffet,motorcycle,2.000000,false,Metropolitian,object,18:35:00,18:50:00
"0xae96",CHENRES17DEL01,26.000000,4.700000,13.045479,80.233110,13.115479,80.303110,2022-04-02,Fog,Jam,0,Buffet,motorcycle,0.000000,false,Metropolitian,object,19:55:00,20:00:00
"0x808c",MYSRES19DEL01,35.000000,4.400000,12.334022,76.618203,12.404022,76.688203,2022-03-29,Fog,Medium,1,Snack,motorcycle,1.000000,false,Metropolitian,object,18:00:00,18:15:00
"0x20a8",PUNERES04DEL01,25.000000,5.000000,18.514210,73.838429,18.624210,73.948429,2022-03-10,Stormy,Medium,2,Snack,motorcycle,1.000000,false,Metropolitian,object,17:25:00,17:30:00
"0xce17",KOCRES19DEL03,27.000000,4.200000,9.960846,76.293936,9.990846,76.323936,2022-02-15,Stormy,Low,0,Drinks,motorcycle,0.000000,false,Metropolitian,object,22:25:00,22:40:00
"0x20de",SURRES07DEL01,38.000000,4.800000,21.170798,72.790489,21.240798,72.860489,2022-03-06,Sandstorms,Medium,0,Drinks,motorcycle,1.000000,false,Metropolitian,object,17:20:00,17:25:00
"0x8e76",PUNERES18DEL01,24.000000,5.000000,18.593481,73.785901,18.663481,73.855901,2022-03-23,Cloudy,Jam,2,Drinks,motorcycle,1.000000,false,Urban,object,20:10:00,20:25:00
"0x705b",MYSRES02DEL01,20.000000,5.000000,12.304569,76.643622,12.414569,76.753622,2022-03-04,Cloudy,Jam,2,Snack,scooter,1.000000,false,Metropolitian,object,19:30:00,19:45:00
"0x1bdc",PUNERES12DEL03,25.000000,4.800000,18.520016,73.830547,18.610016,73.920547,2022-03-14,Sunny,Medium,2,Meal,electric_scooter,0.000000,,Metropolitian,object,18:25:00,18:35:00
"0xabdb",RANCHIRES03DEL03,29.00,5.00,0.00,0.00,0.06,0.06,2022-03-19,Sunny,Jam,1,Drinks,motorcycle,0.00,false,Urban,object,20:40:00,20:45:00
"0xc35a",ALHRES010DEL03,36.00,4.60,0.00,0.00,0.03,0.03,2022-02-15,Fog,Jam,2,Meal,motorcycle,0.00,false,Metropolitian,object,21:00:00,21:10:00
"0xc784",KOLRES05DEL02,37.000000,5.000000,22.527893,88.368628,22.607893,88.448628,2022-02-16,Sunny,Low,1,Snack,scooter,1.000000,false,Urban,object,23:20:00,23:30:00
"0xbbbe",INDORES19DEL02,38.000000,4.900000,22.745536,75.893106,22.795536,75.943106,2022-03-05,Sunny,Medium,2,Snack,scooter,1.000000,false,Urban,object,18:25:00,18:40:00
"0x59f5",CHENRES04DEL02,30.000000,4.300000,13.029780,80.208812,13.109780,80.288812,2022-03-02,Stormy,Jam,1,Buffet,motorcycle,0.000000,false,Metropolitian,object,19:55:00,20:00:00
"0x8df5",PUNERES15DEL01,38.000000,3.500000,18.636215,73.751081,18.746215,73.861081,2022-03-14,Cloudy,Low,2,Snack,electric_scooter,1.000000,false,Metropolitian,object,22:40:00,22:45:00
"0xdb44",BHPRES06DEL02,24.000000,3.300000,23.232357,77.429989,23.312357,77.509989,2022-02-14,Sunny,Low,2,Snack,motorcycle,0.000000,false,Metropolitian,object,23:40:00,23:45:00
"0x8265",PUNERES07DEL02,36.000000,4.300000,18.546947,73.900626,18.676947,74.030626,2022-03-31,Sandstorms,Medium,2,Meal,electric_scooter,1.000000,false,Metropolitian,object,18:20:00,18:25:00
"0x48f8",VADRES08DEL02,35.00,4.80,0.00,0.00,0.02,0.02,2022-03-30,Stormy,Low,1,Meal,scooter,1.00,false,Metropolitian,object,08:30:00,08:35:00
"0xc1d2",DEHRES16DEL01,27.000000,4.900000,30.342509,78.061187,30.382509,78.101187,2022-02-17,Windy,Medium,0,Drinks,motorcycle,1.000000,false,Urban,object,15:55:00,16:00:00
"0x1f28",CHENRES04DEL02,23.000000,4.600000,13.029780,80.208812,13.109780,80.288812,2022-03-27,Fog,Jam,0,Meal,motorcycle,2.000000,false,Metropolitian,object,20:15:00,20:20:00
"0xb9c0",INDORES14DEL01,38.000000,4.900000,22.761593,75.886362,22.801593,75.926362,2022-03-07,Stormy,Medium,1,Snack,motorcycle,1.000000,false,Metropolitian,object,16:25:00,16:30:00
"0x3f33",COIMBRES08DEL01,35.000000,5.000000,11.001852,76.976268,11.071852,77.046268,2022-03-12,Sunny,Low,2,Snack,electric_scooter,0.000000,false,Urban,object,23:50:00,23:55:00
"0xc767",DEHRES15DEL02,26.00,4.60,0.00,0.00,0.02,0.02,2022-02-13,Cloudy,High,1,Snack,motorcycle,1.00,false,Metropolitian,object,11:35:00,11:40:00
"0x7d5",HYDRES18DEL02,29.000000,4.300000,17.450851,78.379347,17.470851,78.399347,2022-03-03,Stormy,Low,0,Drinks,motorcycle,0.000000,false,,object,10:35:00,10:45:00
"0xe8e",PUNERES11DEL02,30.000000,4.600000,18.533811,73.899315,18.583811,73.949315,2022-04-01,Sandstorms,Medium,0,Snack,motorcycle,1.000000,false,Metropolitian,object,18:30:00,18:35:00
"0x87f8",PUNERES20DEL02,27.000000,4.500000,18.592718,73.773572,18.722718,73.903572,2022-03-10,Sandstorms,Low,2,Snack,scooter,1.000000,false,Metropolitian,object,23:00:00,23:15:00
"0x1fef",VADRES06DEL02,24.000000,4.600000,22.312790,73.170283,22.442790,73.300283,2022-03-04,Stormy,Low,1,Snack,motorcycle,1.000000,false,Metropolitian,object,23:20:00,23:30:00
"0x96e0",RANCHIRES07DEL02,24.000000,4.600000,23.359407,85.325055,23.439407,85.405055,2022-03-04,Sandstorms,Medium,1,Drinks,scooter,0.000000,false,Metropolitian,object,17:20:00,17:30:00
"0x9778",JAPRES12DEL02,34.000000,4.800000,26.902908,75.792934,27.032908,75.922934,2022-03-23,Sandstorms,Low,1,Snack,scooter,0.000000,false,Metropolitian,object,23:35:00,23:40:00
"0x5b6",CHENRES14DEL01,,,13.026279,80.174568,13.036279,80.184568,2022-03-05,,,3,Meal,electric_scooter,1.000000,false,Metropolitian,object,,11:35:00
"0x641b",VADRES08DEL01,31.00,4.10,0.00,0.00,0.04,0.04,2022-03-09,Fog,High,1,Drinks,motorcycle,1.00,false,Metropolitian,object,13:55:00,14:05:00
"0x62c0",COIMBRES20DEL03,28.000000,4.600000,10.994136,76.963303,11.024136,76.993303,2022-04-01,Sunny,Medium,1,Meal,motorcycle,0.000000,false,Metropolitian,object,19:00:00,19:10:00
"0x2806",RANCHIRES17DEL01,35.000000,4.600000,23.374878,85.335739,23.414878,85.375739,2022-03-28,Fog,Medium,2,Buffet,scooter,,false,Metropolitian,object,16:55:00,17:00:00
"0xe110",ALHRES18DEL03,25.000000,4.800000,25.450317,81.831681,25.480317,81.861681,2022-02-17,Cloudy,Jam,2,Snack,electric_scooter,1.000000,false,Metropolitian,object,19:10:00,19:25:00
"0x9c2c",BANGRES15DEL01,36.000000,4.700000,12.975377,77.696664,13.015377,77.736664,2022-03-03,Stormy,Medium,2,Meal,electric_scooter,0.000000,false,Urban,object,15:20:00,15:30:00
"0x3d79",RANCHIRES11DEL01,22.000000,4.700000,23.359194,85.325447,23.429194,85.395447,2022-03-25,Sunny,Low,0,Buffet,motorcycle,0.000000,false,Metropolitian,object,23:10:00,23:15:00
"0x5367",SURRES010DEL03,25.000000,4.000000,21.171060,72.789292,21.201060,72.819292,2022-03-24,Fog,Jam,2,Snack,scooter,1.000000,false,Metropolitian,object,21:25:00,21:40:00
"0x57e8",COIMBRES05DEL03,23.000000,4.700000,11.022169,76.999594,11.082169,77.059594,2022-03-11,Windy,Jam,2,Snack,scooter,1.000000,false,Metropolitian,object,20:00:00,20:10:00
"0x6e7f",PUNERES05DEL01,39.000000,4.800000,18.543626,73.905101,18.613626,73.975101,2022-03-18,Stormy,Jam,1,Drinks,motorcycle,1.000000,false,Urban,object,19:25:00,19:30:00
"0x76ac",CHENRES20DEL02,32.000000,4.700000,12.975996,80.221898,12.995996,80.241898,2022-03-24,Cloudy,Low,0,Snack,motorcycle,1.000000,false,Metropolitian,object,08:50:00,09:05:00
"0x32ba",MUMRES01DEL01,,,19.126630,72.829976,19.136630,72.839976,2022-03-17,Fog,Low,2,Meal,motorcycle,0.000000,false,Metropolitian,object,,10:50:00
"0x99c5",HYDRES19DEL02,20.000000,5.000000,17.458998,78.500366,17.538998,78.580366,2022-04-04,Windy,Jam,0,Drinks,motorcycle,1.000000,false,Metropolitian,object,19:35:00,19:40:00
"0x35df",INDORES08DEL02,23.000000,4.700000,22.725748,75.898497,22.775748,75.948497,2022-03-26,Stormy,Medium,0,Buffet,motorcycle,1.000000,false,Urban,object,18:35:00,18:40:00
"0xaaa0",SURRES07DEL03,23.000000,4.000000,21.170798,72.790489,21.260798,72.880489,2022-04-06,Windy,Medium,0,Buffet,motorcycle,1.000000,false,Metropolitian,object,17:50:00,17:55:00
"0xa754",RANCHIRES010DEL02,31.000000,4.600000,23.354422,85.332900,23.434422,85.412900,2022-04-04,Sunny,Jam,1,Meal,scooter,0.000000,false,Metropolitian,object,21:35:00,21:50:00
"0x6186",INDORES07DEL02,,,22.722634,75.886959,22.742634,75.906959,2022-03-21,Fog,Low,0,Buffet,motorcycle,0.000000,false,Urban,object,,09:25:00
"0x24b8",RANCHIRES08DEL01,33.000000,4.500000,23.353783,85.326967,23.423783,85.396967,2022-03-27,Sunny,Jam,2,Meal,scooter,0.000000,false,Urban,object,21:10:00,21:15:00
"0x3a14",COIMBRES13DEL01,37.000000,4.800000,11.003669,76.976494,11.013669,76.986494,2022-03-26,Fog,Low,0,Buffet,motorcycle,1.000000,false,Urban,object,09:45:00,10:00:00
"0x12c4",JAPRES03DEL02,25.000000,4.600000,26.913483,75.803139,27.043483,75.933139,2022-04-06,Windy,Low,0,Buffet,motorcycle,1.000000,false,Metropolitian,object,22:55:00,23:00:00
"0x6eb0",SURRES08DEL02,29.000000,5.000000,21.173343,72.792731,21.303343,72.922731,2022-03-31,Stormy,Low,2,Drinks,motorcycle,0.000000,false,Urban,object,23:50:00,00:05:00
"0x26f3",INDORES14DEL02,29.000000,4.900000,22.761593,75.886362,22.841593,75.966362,2022-04-06,Sandstorms,Jam,0,Meal,motorcycle,2.000000,false,Metropolitian,object,19:50:00,20:05:00
"0x7947",VADRES13DEL01,30.000000,4.800000,22.310237,73.158921,22.420237,73.268921,2022-03-23,Stormy,Low,0,Drinks,motorcycle,1.000000,false,Metropolitian,object,22:25:00,22:30:00
"0x754a",SURRES04DEL03,29.000000,4.800000,21.173493,72.801953,21.233493,72.861953,2022-03-03,Sunny,Medium,0,Drinks,motorcycle,1.000000,false,Urban,object,17:30:00,17:35:00
"0x59ab",VADRES07DEL03,26.00,4.70,0.00,0.00,0.06,0.06,2022-03-03,Sunny,Jam,2,Meal,scooter,,false,Metropolitian,object,21:50:00,22:05:00
"0xb5e4",COIMBRES05DEL01,37.000000,4.300000,11.022169,76.999594,11.062169,77.039594,2022-03-11,Cloudy,Medium,0,Drinks,motorcycle,0.000000,false,Metropolitian,object,16:55:00,17:00:00
"0xd4fb",KOCRES19DEL02,33.000000,4.800000,9.960846,76.293936,10.090846,76.423936,2022-02-16,Fog,Medium,1,Snack,scooter,1.000000,false,Metropolitian,object,17:35:00,17:40:00
"0xc9b0",AURGRES12DEL01,23.000000,4.800000,19.879631,75.323403,19.949631,75.393403,2022-02-16,Windy,Jam,1,Drinks,motorcycle,1.000000,false,Metropolitian,object,21:15:00,21:30:00
"0xa0e1",INDORES03DEL03,30.000000,5.000000,22.751857,75.866699,22.841857,75.956699,2022-03-20,Cloudy,Jam,2,Snack,motorcycle,1.000000,false,Metropolitian,object,19:30:00,19:45:00
"0x4c7f",VADRES14DEL03,25.000000,4.600000,22.311603,73.165012,22.341603,73.195012,2022-03-24,Fog,Jam,1,Buffet,motorcycle,1.000000,false,Metropolitian,object,21:10:00,21:25:00
"0x175c",SURRES15DEL02,30.000000,4.700000,21.160522,72.771477,21.240522,72.851477,2022-04-06,Sandstorms,Low,0,Buffet,motorcycle,1.000000,false,Metropolitian,object,23:10:00,23:20:00
"0x53a7",BANGRES13DEL03,21.000000,4.900000,12.935662,77.614130,12.995662,77.674130,2022-04-03,Sunny,Jam,2,Drinks,scooter,1.000000,false,Metropolitian,object,21:45:00,22:00:00
"0x8e57",RANCHIRES08DEL03,25.000000,3.900000,23.353783,85.326967,23.383783,85.356967,2022-03-17,Sunny,Jam,0,Snack,motorcycle,1.000000,true,Metropolitian,object,21:20:00,21:35:00
"0x75ca",CHENRES06DEL01,38.000000,4.800000,13.054347,80.257221,13.064347,80.267221,2022-04-05,Stormy,Low,2,Drinks,motorcycle,0.000000,false,Metropolitian,object,08:40:00,08:50:00
"0x67d9",MUMRES16DEL01,33.000000,4.300000,19.120083,72.907385,19.130083,72.917385,2022-03-13,Windy,Low,0,Meal,motorcycle,0.000000,false,Urban,object,09:20:00,09:25:00
"0x2ed8",MUMRES010DEL01,23.000000,4.600000,19.003517,72.827650,19.073517,72.897650,2022-04-02,Cloudy,Jam,1,Drinks,scooter,1.000000,false,Metropolitian,object,19:30:00,19:45:00
"0x7c90",JAPRES20DEL01,35.000000,4.900000,26.956431,75.776649,26.996431,75.816649,2022-03-03,Sandstorms,High,2,Drinks,electric_scooter,0.000000,false,Metropolitian,object,12:45:00,12:50:00
"0x68cc",JAPRES16DEL02,26.000000,4.700000,26.849596,75.800512,26.929596,75.880512,2022-04-06,Windy,Low,0,Meal,motorcycle,1.000000,false,Metropolitian,object,23:35:00,23:45:00
"0x5fff",COIMBRES16DEL03,36.000000,4.800000,11.010375,76.952950,11.100375,77.042950,2022-03-14,Fog,Jam,1,Snack,scooter,0.000000,false,Metropolitian,object,19:40:00,19:50:00
"0xa19e",RANCHIRES11DEL03,39.000000,4.300000,23.359194,85.325447,23.419194,85.385447,2022-03-13,Fog,Jam,0,Drinks,motorcycle,1.000000,false,Metropolitian,object,19:20:00,19:35:00
"0x469f",CHENRES15DEL03,24.000000,4.600000,13.026286,80.275235,13.116286,80.365235,2022-03-23,Sunny,Medium,1,Snack,motorcycle,0.000000,false,Urban,object,17:10:00,17:15:00
"0x9047",BANGRES01DEL03,28.000000,4.700000,12.933284,77.615428,12.993284,77.675428,2022-03-21,Windy,Medium,0,Buffet,motorcycle,1.000000,false,Metropolitian,object,17:30:00,17:40:00
"0x3722",BANGRES11DEL02,36.000000,4.800000,12.934365,77.616155,13.064365,77.746155,2022-03-10,Cloudy,Low,0,Snack,motorcycle,1.000000,false,Metropolitian,object,22:40:00,22:50:00
"0xdad8",GOARES12DEL02,22.000000,4.900000,15.516833,73.768172,15.536833,73.788172,2022-02-11,Windy,Low,2,Buffet,electric_scooter,1.000000,false,Metropolitian,object,09:15:00,09:30:00
"0xa64f",PUNERES17DEL02,26.000000,4.600000,18.530963,73.828972,18.610963,73.908972,2022-03-29,Windy,Medium,0,Meal,motorcycle,1.000000,false,Metropolitian,object,17:50:00,17:55:00
"0x82b5",INDORES12DEL03,33.00000,4.60000,22.74806,75.89340,22.83806,75.98340,2022-03-10,Windy,Low,1,Drinks,scooter,1.00000,false,,object,22:20:00,22:35:00
"0xaafc",JAPRES010DEL01,35.000000,4.900000,26.921411,75.793604,26.931411,75.803604,2022-03-19,Sandstorms,Low,1,Snack,scooter,1.000000,false,Metropolitian,object,08:50:00,09:00:00
"0x51a6",MUMRES18DEL03,31.000000,3.700000,19.109300,72.825451,19.199300,72.915451,2022-03-31,Cloudy,Low,2,Meal,electric_scooter,0.000000,false,Metropolitian,object,23:55:00,00:10:00
"0x53c2",HYDRES20DEL03,26.000000,4.600000,17.483216,78.552111,17.543216,78.612111,2022-03-11,Sandstorms,Low,1,Drinks,motorcycle,0.000000,false,Metropolitian,object,22:10:00,22:20:00
"0x13e4",HYDRES17DEL01,31.000000,4.600000,17.451976,78.385883,17.561976,78.495883,2022-03-02,Fog,Medium,2,Buffet,scooter,1.000000,false,Metropolitian,object,17:15:00,17:20:00
"0xc5f4",KOLRES14DEL02,27.000000,4.600000,22.552996,88.352310,22.682996,88.482310,2022-02-12,Sunny,Jam,1,Drinks,motorcycle,0.000000,false,Metropolitian,object,19:40:00,19:50:00
"0x88f0",HYDRES19DEL02,39.000000,3.400000,17.458998,78.500366,17.538998,78.580366,2022-03-10,Sunny,Low,0,Buffet,motorcycle,1.000000,false,Metropolitian,object,22:50:00,23:05:00
"0x3165",INDORES17DEL02,38.000000,4.800000,22.761226,75.887522,22.891226,76.017522,2022-03-25,Sandstorms,Low,0,Buffet,motorcycle,1.000000,false,Metropolitian,object,22:20:00,22:25:00
"0x2cd2",MUMRES08DEL01,23.000000,4.800000,19.065838,72.832658,19.175838,72.942658,2022-03-12,Cloudy,Low,2,Snack,electric_scooter,1.000000,false,Metropolitian,object,22:35:00,22:40:00
"0x1fe8",SURRES03DEL03,27.000000,4.600000,21.186884,72.793616,21.216884,72.823616,2022-03-26,Sandstorms,Jam,2,Buffet,motorcycle,0.000000,false,Metropolitian,object,22:00:00,22:05:00
"0xa5b7",INDORES04DEL01,32.000000,4.700000,22.753659,75.903365,22.763659,75.913365,2022-04-05,Sunny,High,0,Drinks,motorcycle,1.000000,false,Metropolitian,object,11:25:00,11:35:00
"0x5892",BANGRES01DEL02,27.000000,4.900000,12.933284,77.615428,13.013284,77.695428,2022-03-08,Sandstorms,Jam,0,Meal,motorcycle,1.000000,false,,object,20:35:00,20:50:00
"0xc1ad",BHPRES06DEL03,38.000000,4.700000,23.232357,77.429989,23.262357,77.459989,2022-02-15,Sunny,Low,1,Drinks,scooter,1.000000,false,Metropolitian,object,00:00:00,00:10:00
"0x64f1",MUMRES13DEL02,24.000000,4.300000,19.178321,72.834715,19.308321,72.964715,2022-03-16,Stormy,Jam,0,Snack,motorcycle,0.000000,false,Metropolitian,object,19:55:00,20:10:00
"0xc322",AGRRES20DEL03,27.000000,4.800000,27.158822,78.045359,27.248822,78.135359,2022-02-16,Cloudy,Low,0,Snack,motorcycle,1.000000,false,Urban,object,22:20:00,22:25:00
"0x297c",SURRES20DEL01,,,21.152760,72.778059,21.192760,72.818059,2022-03-07,Windy,Medium,1,Buffet,scooter,1.000000,false,Urban,object,16:20:00,16:30:00
"0x6b0d",JAPRES07DEL02,25.000000,4.800000,26.766536,75.837333,26.816536,75.887333,2022-04-03,Windy,Jam,1,Buffet,scooter,0.000000,false,Metropolitian,object,19:55:00,20:00:00
"0xcd91",KOCRES04DEL01,24.000000,4.700000,9.966783,76.242981,10.006783,76.282981,2022-02-13,Windy,High,2,Meal,scooter,1.000000,false,Metropolitian,object,15:00:00,15:05:00
"0x7bef",COIMBRES20DEL02,29.000000,4.900000,10.994136,76.963303,11.044136,77.013303,2022-03-07,Stormy,Jam,1,Buffet,motorcycle,0.000000,false,Urban,object,20:55:00,21:05:00
"0x255c",HYDRES06DEL03,32.000000,4.600000,17.455894,78.375467,17.485894,78.405467,2022-03-01,Sandstorms,Jam,0,Drinks,motorcycle,3.000000,true,Metropolitian,object,19:50:00,20:05:00
"0xbbe4",VADRES07DEL01,33.00,4.80,0.00,0.00,0.01,0.01,2022-04-01,Stormy,Low,1,Drinks,motorcycle,1.00,false,Metropolitian,object,10:10:00,10:20:00
"0x5138",MUMRES07DEL03,20.000000,4.900000,19.091458,72.827808,19.121458,72.857808,2022-03-30,Sunny,Low,0,Meal,motorcycle,1.000000,false,Urban,object,23:20:00,23:30:00
"0xe2e",MYSRES19DEL02,21.000000,4.500000,12.334022,76.618203,12.354022,76.638203,2022-03-05,Sandstorms,Low,0,Meal,motorcycle,1.000000,false,Metropolitian,object,09:15:00,09:30:00
"0x64bc",MUMRES15DEL03,27.000000,4.500000,19.176269,72.836721,19.206269,72.866721,2022-03-05,Fog,Medium,1,Buffet,motorcycle,1.000000,false,Urban,object,18:10:00,18:20:00
"0x3deb",VADRES12DEL01,36.00,4.80,0.00,0.00,0.04,0.04,2022-03-11,Fog,Medium,1,Buffet,scooter,1.00,false,Metropolitian,object,15:50:00,15:55:00
"0x88e7",INDORES12DEL01,37.00000,4.90000,22.74806,75.89340,22.78806,75.93340,2022-03-07,Cloudy,High,2,Meal,electric_scooter,0.00000,false,Metropolitian,object,13:55:00,14:05:00
"0x5e32",PUNERES05DEL01,20.000000,4.800000,18.543626,73.905101,18.583626,73.945101,2022-03-05,Cloudy,Medium,2,Buffet,scooter,1.000000,false,Urban,object,15:20:00,15:35:00
"0x8c6",MYSRES010DEL03,,,12.321214,76.621094,12.351214,76.651094,2022-03-17,Fog,Jam,2,Drinks,scooter,1.000000,false,Metropolitian,object,19:55:00,20:10:00
"0x977b",HYDRES01DEL03,22.000000,4.600000,17.410371,78.437225,17.440371,78.467225,2022-03-19,Cloudy,Low,0,Buffet,motorcycle,0.000000,false,Metropolitian,object,22:35:00,22:50:00
"0x28c1",JAPRES03DEL03,25.000000,4.900000,26.913483,75.803139,26.943483,75.833139,2022-03-09,Stormy,Medium,1,Buffet,motorcycle,0.000000,false,Metropolitian,object,18:10:00,18:20:00
"0x2796",CHENRES04DEL02,33.000000,4.500000,13.029780,80.208812,13.109780,80.288812,2022-04-04,Sunny,Jam,1,Meal,motorcycle,1.000000,false,Metropolitian,object,20:55:00,21:05:00
"0xcf69",DEHRES12DEL03,28.00,5.00,0.00,0.00,0.09,0.09,2022-02-18,Sunny,Medium,0,Snack,motorcycle,1.00,false,Metropolitian,object,17:55:00,18:10:00
"0x5940",HYDRES12DEL02,39.000000,4.800000,17.429585,78.392621,17.559585,78.522621,2022-03-10,Sunny,Low,2,Buffet,motorcycle,1.000000,false,Metropolitian,object,22:20:00,22:30:00
"0x443d",VADRES15DEL03,28.00,4.80,0.00,0.00,0.03,0.03,2022-03-30,Sandstorms,Jam,1,Meal,scooter,1.00,false,Metropolitian,object,20:45:00,21:00:00
"0x8691",CHENRES010DEL02,20.000000,5.000000,13.066762,80.251865,13.086762,80.271865,2022-03-19,Sunny,Low,2,Buffet,scooter,1.000000,false,Metropolitian,object,08:40:00,08:45:00
"0xb1dd",VADRES01DEL02,20.000000,5.000000,22.307898,73.167788,22.357898,73.217788,2022-03-30,Cloudy,Medium,0,Buffet,motorcycle,1.000000,false,Urban,object,17:25:00,17:30:00
"0x8458",VADRES08DEL01,37.00,5.00,0.00,0.00,0.01,0.01,2022-03-07,Fog,Low,2,Snack,scooter,0.00,false,Metropolitian,object,08:25:00,08:40:00
"0xc5a5",LUDHRES11DEL01,37.000000,4.900000,30.893081,75.821495,30.903081,75.831495,2022-02-13,Sunny,Low,0,Snack,motorcycle,1.000000,false,Metropolitian,object,10:45:00,10:55:00
"0x8ab",SURRES14DEL03,,,21.157729,72.768726,21.217729,72.828726,2022-03-03,Cloudy,Medium,0,Snack,motorcycle,1.000000,false,Metropolitian,object,,17:25:00
"0x422f",PUNERES12DEL02,27.000000,4.800000,18.520016,73.830547,18.570016,73.880547,2022-03-07,Fog,Medium,0,Snack,motorcycle,1.000000,false,Urban,object,17:45:00,17:55:00
"0x2de2",MUMRES06DEL01,39.000000,4.800000,19.055831,72.833984,19.125831,72.903984,2022-03-02,Sunny,Medium,2,Meal,scooter,1.000000,false,Urban,object,17:30:00,17:35:00
"0xbd88",VADRES07DEL02,32.00,4.60,0.00,0.00,0.02,0.02,2022-03-03,Cloudy,Low,1,Drinks,scooter,1.00,false,Urban,object,09:20:00,09:35:00
"0x98c3",RANCHIRES09DEL01,32.000000,4.400000,23.351058,85.325731,23.461058,85.435731,2022-04-06,Cloudy,Jam,2,Meal,motorcycle,1.000000,false,Metropolitian,object,21:50:00,22:05:00
"0x7c25",CHENRES08DEL02,35.000000,4.300000,13.022394,80.242439,13.042394,80.262439,2022-03-13,Windy,High,2,Snack,motorcycle,1.000000,false,Metropolitian,object,11:10:00,11:25:00
